company,ticker,date,file,PERMNO,Ticker,IssuerNm,event_trading_day,next_call_date,car_m1_p3,n_days_car,long_run_start,long_run_end,long_run_abret,n_days_long_run,total_words,pres_words,qa_words,core_hits_total,core_hits_pres,core_hits_qa,adj_hits_total,adj_hits_pres,adj_hits_qa,lm_positive_total,lm_negative_total,lm_uncertainty_count_total,lm_tone_total,lm_uncertainty_total,lm_positive_pres,lm_negative_pres,lm_uncertainty_count_pres,lm_tone_pres,lm_uncertainty_pres,lm_positive_qa,lm_negative_qa,lm_uncertainty_count_qa,lm_tone_qa,lm_uncertainty_qa,fiscal_quarter,fiscal_year,fiscal_period,core_per_1000_total,core_per_1000_pres,core_per_1000_qa,adj_per_1000_total,adj_per_1000_pres,adj_per_1000_qa
Microsoft Corp,MSFT,2024-07-30,2024-Jul-30-MSFT.OQ-141078020593-Transcript.txt,10107,MSFT,MICROSOFT CORP,2024-07-30,2024-10-30,-0.014712000000000001,5,2024-07-31,2024-10-29,-0.044423000000000004,64,9498,5120,4273,108,76,32,9,9,0,85,53,91,0.2318840579710145,0.010137016820764176,47,19,47,0.42424242424242425,0.009820309235269536,38,33,44,0.07042253521126761,0.01071863580998782,4,2024,Q4 2024,11.37081490840177,14.84375,7.488883688275216,0.9475679090334808,1.7578125,0.0
Microsoft Corp,MSFT,2024-10-30,2024-Oct-30-MSFT.OQ-140385605447-Transcript.txt,10107,MSFT,MICROSOFT CORP,2024-10-30,2025-01-29,-0.024312,5,2024-10-31,2025-01-28,-0.00753199999999998,59,9988,5408,4477,157,99,58,14,11,3,131,57,78,0.39361702127659576,0.008218312085133284,74,20,38,0.574468085106383,0.007468553459119497,57,36,40,0.22580645161290322,0.009261403102570039,1,2025,Q1 2025,15.718862635162195,18.306213017751478,12.955103864194774,1.4016820184221066,2.0340236686390534,0.6700915791824883
Microsoft Corp,MSFT,2025-01-29,2025-Jan-29-MSFT.OQ-138570995652-Transcript.txt,10107,MSFT,MICROSOFT CORP,2025-01-29,2025-04-30,-0.05160300000000001,5,2025-01-30,2025-04-29,-0.033581999999999994,62,9394,5043,4232,137,84,53,15,14,1,131,47,67,0.47191011235955055,0.007477678571428572,76,26,37,0.49019607843137253,0.007782919646613378,55,20,30,0.4666666666666667,0.007304601899196494,2,2025,Q2 2025,14.583776878858847,16.65675193337299,12.523629489603024,1.596763891845859,2.776125322228832,0.23629489603024575
Microsoft Corp,MSFT,2025-04-30,2025-Apr-30-MSFT.OQ-138764337865-Transcript.txt,10107,MSFT,MICROSOFT CORP,2025-04-30,2025-07-30,0.091225,5,2025-05-01,2025-07-29,0.13157200000000002,61,8780,4787,3889,100,66,34,14,12,2,133,56,88,0.4074074074074074,0.010585829423794057,58,22,36,0.45,0.008033920999776836,75,33,52,0.3888888888888889,0.013877768881772085,3,2025,Q3 2025,11.389521640091116,13.787340714434928,8.742607354075599,1.5945330296127562,2.5067892208063505,0.5142710208279764
Microsoft Corp,MSFT,2025-07-30,2025-Jul-30-MSFT.OQ-138037442168-Transcript.txt,10107,MSFT,MICROSOFT CORP,2025-07-30,2025-10-29,0.05503500000000001,5,2025-07-31,2025-10-28,-0.02262099999999998,63,8823,4766,3946,103,70,33,13,12,1,121,39,73,0.5125,0.008777203318504269,82,19,33,0.6237623762376238,0.007439134355275023,39,19,40,0.3448275862068966,0.010554089709762533,4,2025,Q4 2025,11.674033775359854,14.687368862778012,8.362899138367968,1.4734217386376516,2.517834662190516,0.25342118601115055
Microsoft Corp,MSFT,2025-10-29,2025-Oct-29-MSFT.OQ-141148926334-Transcript.txt,10107,MSFT,MICROSOFT CORP,2025-10-29,,-0.021129,5,2025-10-30,2025-12-31,-0.106257,43,9492,4725,4657,118,88,30,12,11,1,112,48,94,0.4,0.010472370766488414,59,17,33,0.5526315789473685,0.007459312839059674,53,30,61,0.27710843373493976,0.013670999551770506,1,2026,Q1 2026,12.431521281078803,18.624338624338623,6.441915396177796,1.2642225031605563,2.328042328042328,0.21473051320592657
Meta Platforms Inc,META,2022-02-02,2022-Feb-02-META.OQ-138436084443-Transcript.txt,13407,META,META PLATFORMS INC,2022-02-02,2022-04-27,-0.282629,5,2022-02-03,2022-04-26,-0.427675,57,11008,4730,6101,13,9,4,3,1,2,122,96,87,0.11926605504587157,0.00825505266154284,81,25,24,0.5283018867924528,0.005351170568561873,41,70,63,-0.26126126126126126,0.010679776233259875,4,2021,Q4 2021,1.1809593023255813,1.9027484143763214,0.6556302245533518,0.27252906976744184,0.2114164904862579,0.3278151122766759
Meta Platforms Inc,META,2022-04-27,2022-Apr-27-META.OQ-138642072872-Transcript.txt,13407,META,META PLATFORMS INC,2022-04-27,2022-07-27,0.169724,5,2022-04-28,2022-07-26,0.015295999999999983,61,10680,4360,6142,30,16,14,5,4,1,161,99,90,0.23846153846153847,0.008786488333496045,74,34,25,0.37037037037037035,0.006012506012506013,87,64,65,0.152317880794702,0.01096306291111486,1,2022,Q1 2022,2.8089887640449436,3.669724770642202,2.2793878215564964,0.4681647940074906,0.9174311926605505,0.16281341582546402
Meta Platforms Inc,META,2022-07-27,2022-Jul-27-META.OQ-137344861141-Transcript.txt,13407,META,META PLATFORMS INC,2022-07-27,2022-10-26,-0.07375000000000001,5,2022-07-28,2022-10-25,-0.15241699999999997,63,11032,5037,5811,43,22,21,4,3,1,176,104,81,0.2571428571428571,0.007662472802951471,81,45,34,0.2857142857142857,0.007067137809187279,95,58,47,0.24183006535947713,0.008394356135024112,2,2022,Q2 2022,3.897751994198695,4.367679174111574,3.613835828600929,0.36258158085569253,0.5955926146515784,0.17208742040956806
Meta Platforms Inc,META,2022-10-26,2022-Oct-26-META.OQ-140455448219-Transcript.txt,13407,META,META PLATFORMS INC,2022-10-26,2023-02-01,-0.314349,5,2022-10-27,2023-01-31,0.12563699999999994,65,10217,3788,6270,34,12,22,2,2,0,135,74,102,0.291866028708134,0.010511129431162407,57,24,35,0.4074074074074074,0.009875846501128669,78,49,67,0.2283464566929134,0.011120331950207469,3,2022,Q3 2022,3.327787021630616,3.1678986272439285,3.5087719298245617,0.1957521777429774,0.5279831045406547,0.0
Meta Platforms Inc,META,2023-02-01,2023-Feb-01-META.OQ-140132181850-Transcript.txt,13407,META,META PLATFORMS INC,2023-02-01,2023-04-26,0.236653,5,2023-02-02,2023-04-25,0.363028,57,10453,3621,6657,47,20,27,5,1,4,185,102,92,0.289198606271777,0.009223057644110275,86,37,31,0.3983739837398374,0.009077598828696925,99,64,61,0.2147239263803681,0.009519350811485644,4,2022,Q4 2022,4.496316846838228,5.5233360950013815,4.0558810274898605,0.47833157945087534,0.27616680475006905,0.6008712633318312
Meta Platforms Inc,META,2023-04-26,2023-Apr-26-META.OQ-138026789863-Transcript.txt,13407,META,META PLATFORMS INC,2023-04-26,2023-07-26,0.13885599999999998,5,2023-04-27,2023-07-25,0.238536,61,10415,3948,6299,71,34,37,5,5,0,231,91,67,0.43478260869565216,0.006737053795877326,107,29,25,0.5735294117647058,0.006704210244033253,124,61,42,0.34054054054054056,0.00691699604743083,1,2023,Q1 2023,6.817090734517523,8.611955420466058,5.873948245753294,0.48007681228996635,1.2664640324214793,0.0
Meta Platforms Inc,META,2023-07-26,2023-Jul-26-META.OQ-140516051430-Transcript.txt,13407,META,META PLATFORMS INC,2023-07-26,2023-10-25,0.081379,5,2023-07-27,2023-10-24,0.13543700000000006,63,11196,3906,7164,73,32,41,2,2,0,189,81,88,0.4,0.008247422680412371,90,19,29,0.6513761467889908,0.007839956745066235,99,61,59,0.2375,0.008590564938846825,2,2023,Q2 2023,6.520185780635941,8.19252432155658,5.723059743160246,0.1786352268667381,0.5120327700972862,0.0
Meta Platforms Inc,META,2023-10-25,2023-Oct-25-META.OQ-138165442085-Transcript.txt,13407,META,META PLATFORMS INC,2023-10-25,2024-02-01,-0.022962999999999997,5,2023-10-26,2024-01-31,0.12058200000000002,66,10404,4545,5719,84,49,35,2,2,0,193,70,92,0.467680608365019,0.009231386714830423,99,20,28,0.6638655462184874,0.006502554575011612,94,49,64,0.3146853146853147,0.011546094172830597,3,2023,Q3 2023,8.073817762399077,10.78107810781078,6.119951040391677,0.1922337562475971,0.44004400440044006,0.0
Meta Platforms Inc,META,2024-02-01,2024-Feb-01-META.OQ-139277091161-Transcript.txt,13407,META,META PLATFORMS INC,2024-02-01,2024-04-24,0.144535,5,2024-02-02,2024-04-23,0.22304200000000002,56,10291,5245,4901,82,49,33,3,2,1,204,52,89,0.59375,0.009038285772316442,119,17,27,0.75,0.005407570598838373,85,34,62,0.42857142857142855,0.013102282333051564,4,2023,Q4 2023,7.968127490039841,9.342230695900858,6.73331973066721,0.29151685939170147,0.3813155386081983,0.20403999183840033
Meta Platforms Inc,META,2024-04-24,2024-Apr-24-META.OQ-139919930949-Transcript.txt,13407,META,META PLATFORMS INC,2024-04-24,2024-07-31,-0.12170600000000001,5,2024-04-25,2024-07-30,-0.11420999999999999,66,9934,4168,5599,105,60,45,6,4,2,209,45,71,0.6456692913385826,0.007452503411357195,97,13,23,0.7636363636363637,0.0057730923694779114,112,31,48,0.5664335664335665,0.008890535284311909,1,2024,Q1 2024,10.56976041876384,14.395393474088293,8.037149490980532,0.6039863096436481,0.9596928982725528,0.3572066440435792
Meta Platforms Inc,META,2024-07-31,2024-Jul-31-META.OQ-140016361526-Transcript.txt,13407,META,META PLATFORMS INC,2024-07-31,2024-10-30,0.076648,5,2024-08-01,2024-10-29,0.17559900000000003,63,10190,4303,5778,112,58,54,3,1,2,233,35,75,0.7388059701492538,0.007652280379553107,128,12,27,0.8285714285714286,0.006509161041465767,105,22,48,0.6535433070866141,0.008628437893223082,2,2024,Q2 2024,10.99116781157998,13.478968161747618,9.345794392523365,0.29440628066732094,0.23239600278875203,0.34614053305642095
Meta Platforms Inc,META,2024-10-30,2024-Oct-30-META.OQ-138431724945-Transcript.txt,13407,META,META PLATFORMS INC,2024-10-30,2025-01-29,-0.012364999999999998,5,2024-10-31,2025-01-28,0.09131500000000001,59,9519,3716,5680,80,29,51,3,2,1,172,46,78,0.5779816513761468,0.008517143481109412,80,7,23,0.8390804597701149,0.006491673722833756,92,38,55,0.4153846153846154,0.00998003992015968,3,2024,Q3 2024,8.404244143292363,7.8040904198062435,8.97887323943662,0.31515915537346356,0.5382131324004306,0.17605633802816903
Meta Platforms Inc,META,2025-01-29,2025-Jan-29-META.OQ-140744913356-Transcript.txt,13407,META,META PLATFORMS INC,2025-01-29,2025-04-30,0.057638,5,2025-01-30,2025-04-29,-0.100254,62,9933,3938,5887,99,37,62,3,2,1,188,43,69,0.6277056277056277,0.007274644175013179,90,14,16,0.7307692307692307,0.004288394532296971,98,28,53,0.5555555555555556,0.009355692850838482,4,2024,Q4 2024,9.966777408637872,9.395632300660234,10.531679972821472,0.30202355783751134,0.5078720162519045,0.16986580601324952
Meta Platforms Inc,META,2025-04-30,2025-Apr-30-META.OQ-137719350736-Transcript.txt,13407,META,META PLATFORMS INC,2025-04-30,2025-07-30,0.067383,5,2025-05-01,2025-07-29,0.11929100000000004,61,9736,4609,5013,107,59,48,3,1,2,178,45,75,0.5964125560538116,0.007971091508130513,117,7,20,0.8870967741935484,0.0045136538027533285,61,37,55,0.24489795918367346,0.011263567479008805,1,2025,Q1 2025,10.99013968775678,12.80104144065958,9.57510472770796,0.30813475760065734,0.21696680407897592,0.39896269698783166
Meta Platforms Inc,META,2025-07-30,2025-Jul-30-META.OQ-137950543273-Transcript.txt,13407,META,META PLATFORMS INC,2025-07-30,2025-10-29,0.095688,5,2025-07-31,2025-10-28,0.008158999999999963,63,10013,4540,5367,82,46,36,3,2,1,192,40,63,0.6551724137931034,0.00655840099937539,122,8,22,0.8769230769230769,0.005066789497927222,70,31,41,0.38613861386138615,0.007919644581804134,2,2025,Q2 2025,8.18935384000799,10.13215859030837,6.707657909446619,0.2996105063417557,0.4405286343612335,0.1863238308179616
Meta Platforms Inc,META,2025-10-29,2025-Oct-29-META.OQ-139890572661-Transcript.txt,13407,META,META PLATFORMS INC,2025-10-29,,-0.15005,5,2025-10-30,2025-12-31,-0.115445,43,10062,4096,5831,68,35,33,9,3,6,244,29,63,0.7875457875457875,0.006535947712418301,117,10,18,0.84251968503937,0.004591836734693878,127,18,45,0.7517241379310344,0.008029978586723769,3,2025,Q3 2025,6.758099781355596,8.544921875,5.659406619790773,0.8944543828264758,0.732421875,1.0289830217801406
Apple Inc,AAPL,2022-01-27,2022-Jan-27-AAPL.OQ-138984465849-Transcript.txt,14593,AAPL,APPLE INC,2022-01-27,2022-04-28,0.04965800000000001,5,2022-01-28,2022-04-27,0.020629000000000015,62,8687,3308,5219,0,0,0,0,0,0,138,71,81,0.32057416267942584,0.009861212563915266,76,18,19,0.6170212765957447,0.006091696056428343,62,51,62,0.09734513274336283,0.012507565059511802,1,2022,Q1 2022,0.0,0.0,0.0,0.0,0.0,0.0
Apple Inc,AAPL,2022-04-28,2022-Apr-28-AAPL.OQ-138491813375-Transcript.txt,14593,AAPL,APPLE INC,2022-04-28,2022-07-28,0.01686500000000001,5,2022-04-29,2022-07-27,0.031419,61,8905,3257,5487,0,0,0,0,0,0,127,85,88,0.19811320754716982,0.01042654028436019,80,22,26,0.5686274509803921,0.008480104370515329,47,62,62,-0.13761467889908258,0.011845624761176921,2,2022,Q2 2022,0.0,0.0,0.0,0.0,0.0,0.0
Apple Inc,AAPL,2022-07-28,2022-Jul-28-AAPL.OQ-139999304673-Transcript.txt,14593,AAPL,APPLE INC,2022-07-28,2022-10-27,0.011393000000000002,5,2022-07-29,2022-10-26,0.011232999999999993,63,8884,3165,5555,0,0,0,0,0,0,119,100,94,0.0867579908675799,0.011138760516648891,78,27,24,0.4857142857142857,0.008016032064128256,41,71,70,-0.26785714285714285,0.013202565069784986,3,2022,Q3 2022,0.0,0.0,0.0,0.0,0.0,0.0
Apple Inc,AAPL,2022-10-27,2022-Oct-27-AAPL.OQ-140449384074-Transcript.txt,14593,AAPL,APPLE INC,2022-10-27,2023-02-02,-0.011894000000000005,5,2022-10-28,2023-02-01,-0.06936000000000003,65,8687,3797,4744,0,0,0,0,0,0,158,75,81,0.3562231759656652,0.009872029250457038,96,28,19,0.5483870967741935,0.005307262569832402,62,45,62,0.1588785046728972,0.013768598711969797,4,2022,Q4 2022,0.0,0.0,0.0,0.0,0.0,0.0
Apple Inc,AAPL,2023-02-02,2023-Feb-02-AAPL.OQ-140682524715-Transcript.txt,14593,AAPL,APPLE INC,2023-02-02,2023-05-04,0.052134,5,2023-02-03,2023-05-03,0.144733,62,8726,3855,4706,2,0,2,0,0,0,121,86,62,0.16908212560386474,0.007537993920972644,78,32,19,0.41818181818181815,0.005235602094240838,43,52,43,-0.09473684210526316,0.009654243376740009,1,2023,Q1 2023,0.2292000916800367,0.0,0.42498937526561836,0.0,0.0,0.0
Apple Inc,AAPL,2023-05-04,2023-May-04-AAPL.OQ-139016265469-Transcript.txt,14593,AAPL,APPLE INC,2023-05-04,2023-08-03,0.016518000000000005,5,2023-05-05,2023-08-02,0.046504000000000004,61,8984,3389,5417,6,0,6,0,0,0,134,80,82,0.2523364485981308,0.009667531242631455,69,20,19,0.550561797752809,0.005952380952380952,65,58,62,0.056910569105691054,0.01207400194741967,2,2023,Q2 2023,0.6678539626001782,0.0,1.1076241462063872,0.0,0.0,0.0
Apple Inc,AAPL,2023-08-03,2023-Aug-03-AAPL.OQ-138336763416-Transcript.txt,14593,AAPL,APPLE INC,2023-08-03,2023-11-02,-0.06458900000000001,5,2023-08-04,2023-11-01,-0.019384999999999993,63,9088,3380,5538,9,0,9,0,0,0,150,79,81,0.31004366812227074,0.0094493700419972,81,21,19,0.5882352941176471,0.005972964476579692,69,56,62,0.104,0.011823035850495805,3,2023,Q3 2023,0.9903169014084506,0.0,1.6251354279523293,0.0,0.0,0.0
Apple Inc,AAPL,2023-11-02,2023-Nov-02-AAPL.OQ-140502977515-Transcript.txt,14593,AAPL,APPLE INC,2023-11-02,2024-02-01,0.020231,5,2023-11-03,2024-01-31,-0.076678,60,9169,3479,5515,16,0,16,0,0,0,138,76,71,0.2897196261682243,0.008223303219828585,78,25,19,0.5145631067961165,0.005810397553516819,60,49,52,0.10091743119266056,0.009980806142034549,4,2023,Q4 2023,1.7450103609990184,0.0,2.901178603807797,0.0,0.0,0.0
Apple Inc,AAPL,2024-02-01,2024-Feb-01-AAPL.OQ-139920838259-Transcript.txt,14593,AAPL,APPLE INC,2024-02-01,2024-05-02,0.004329000000000002,5,2024-02-02,2024-05-01,-0.11702499999999999,62,8390,3487,4751,22,4,18,0,0,0,149,67,60,0.37962962962962965,0.007625826131164209,83,21,16,0.5961538461538461,0.004920049200492005,66,45,44,0.1891891891891892,0.009812667261373774,1,2024,Q1 2024,2.622169249106079,1.1471178663607686,3.7886760681961693,0.0,0.0,0.0
Apple Inc,AAPL,2024-05-02,2024-May-02-AAPL.OQ-139087762017-Transcript.txt,14593,AAPL,APPLE INC,2024-05-02,2024-08-01,0.039477,5,2024-05-03,2024-07-31,0.17633900000000002,61,8802,3184,5425,28,7,21,2,0,2,133,63,81,0.35714285714285715,0.009750812567713976,72,21,21,0.5483870967741935,0.007046979865771812,61,41,59,0.19607843137254902,0.011447419480015522,2,2024,Q2 2024,3.1810952056350827,2.198492462311558,3.870967741935484,0.22722108611679165,0.0,0.3686635944700461
Apple Inc,AAPL,2024-08-01,2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,14593,AAPL,APPLE INC,2024-08-01,2024-10-31,-0.013575,5,2024-08-02,2024-10-30,-0.009565,63,8876,3114,5635,17,8,9,1,1,0,135,53,75,0.43617021276595747,0.008886255924170616,74,16,16,0.6444444444444445,0.005427408412483039,61,36,59,0.25773195876288657,0.010958395245170876,3,2024,Q3 2024,1.9152771518702119,2.569043031470777,1.5971606033717836,0.11266336187471834,0.3211303789338471,0.0
Apple Inc,AAPL,2024-10-31,2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,14593,AAPL,APPLE INC,2024-10-31,2025-01-30,-0.038765,5,2024-11-01,2025-01-29,0.0012129999999999901,59,8680,3260,5291,10,5,5,0,0,0,121,55,80,0.375,0.009693444807948625,68,10,14,0.7435897435897436,0.0045410314628608495,53,44,66,0.09278350515463918,0.013043478260869565,4,2024,Q4 2024,1.152073732718894,1.5337423312883436,0.945000945000945,0.0,0.0,0.0
Apple Inc,AAPL,2025-01-30,2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,14593,AAPL,APPLE INC,2025-01-30,2025-05-01,-0.020156999999999998,5,2025-01-31,2025-04-30,-0.0076809999999999995,62,8245,3196,4932,8,3,5,0,0,0,146,43,64,0.544973544973545,0.008218826248876333,83,15,11,0.6938775510204082,0.0036303630363036304,63,27,53,0.4,0.011375831723545825,1,2025,Q1 2025,0.9702850212249848,0.9386733416770964,1.013787510137875,0.0,0.0,0.0
Apple Inc,AAPL,2025-05-01,2025-May-01-AAPL.OQ-139206802972-Transcript.txt,14593,AAPL,APPLE INC,2025-05-01,2025-07-31,-0.069003,5,2025-05-02,2025-07-30,-0.14052399999999998,61,8546,3312,5119,23,13,10,1,0,1,105,57,94,0.2962962962962963,0.01161928306551298,61,15,19,0.6052631578947368,0.006103437198843559,44,41,74,0.03529411764705882,0.01516082769924196,2,2025,Q2 2025,2.691317575473906,3.92512077294686,1.9535065442469235,0.11701380762930025,0.0,0.19535065442469232
Apple Inc,AAPL,2025-07-31,2025-Jul-31-AAPL.OQ-138181423553-Transcript.txt,14593,AAPL,APPLE INC,2025-07-31,2025-10-30,-0.029508,5,2025-08-01,2025-10-29,0.18704099999999996,63,8775,3557,5098,31,11,20,1,1,0,124,46,77,0.4588235294117647,0.009269290959431804,90,11,17,0.7821782178217822,0.005038529934795495,34,34,60,0.0,0.012417218543046357,3,2025,Q3 2025,3.532763532763533,3.092493674444757,3.9231071008238523,0.11396011396011396,0.281135788585887,0.0
Apple Inc,AAPL,2025-10-30,2025-Oct-30-AAPL.OQ-140022862991-Transcript.txt,14593,AAPL,APPLE INC,2025-10-30,,0.023466,5,2025-10-31,2025-12-31,-0.0040129999999999975,42,8891,3756,4997,25,13,12,1,0,1,143,56,79,0.4371859296482412,0.009377967711301045,99,12,15,0.7837837837837838,0.00421822272215973,44,43,64,0.011494252873563218,0.013476521372920615,4,2025,Q4 2025,2.8118321898549095,3.461128860489883,2.4014408645187113,0.11247328759419638,0.0,0.20012007204322593
Amazon.com Inc,AMZN,2022-02-03,2022-Feb-03-AMZN.OQ-139811813085-Transcript.txt,84788,AMZN,AMAZON COM INC,2022-02-03,2022-04-28,0.081289,5,2022-02-04,2022-04-27,0.07904700000000002,57,7068,1940,4970,1,1,0,0,0,0,114,64,70,0.2808988764044944,0.010398098633392751,32,16,20,0.3333333333333333,0.010822510822510822,82,47,50,0.2713178294573643,0.010530749789385004,4,2021,Q4 2021,0.1414827391058291,0.5154639175257733,0.0,0.0,0.0,0.0
Amazon.com Inc,AMZN,2022-04-28,2022-Apr-28-AMZN.OQ-138471275728-Transcript.txt,84788,AMZN,AMAZON COM INC,2022-04-28,2022-07-28,-0.104771,5,2022-04-29,2022-07-27,-0.08166500000000002,61,6279,2050,4093,0,0,0,0,0,0,47,66,78,-0.168141592920354,0.013032581453634085,19,19,32,0.0,0.01646090534979424,28,46,46,-0.24324324324324326,0.011716760061130923,1,2022,Q1 2022,0.0,0.0,0.0,0.0,0.0,0.0
