company,ticker,date,file,PERMNO,Ticker,IssuerNm,event_trading_day,next_call_date,car_m1_p3,n_days_car,long_run_start,long_run_end,long_run_abret,n_days_long_run,total_words,pres_words,qa_words,core_hits_total,core_hits_pres,core_hits_qa,adj_hits_total,adj_hits_pres,adj_hits_qa,lm_positive_total,lm_negative_total,lm_uncertainty_count_total,lm_tone_total,lm_uncertainty_total,lm_positive_pres,lm_negative_pres,lm_uncertainty_count_pres,lm_tone_pres,lm_uncertainty_pres,lm_positive_qa,lm_negative_qa,lm_uncertainty_count_qa,lm_tone_qa,lm_uncertainty_qa,fiscal_quarter,fiscal_year,fiscal_period,core_per_1000_total,core_per_1000_pres,core_per_1000_qa,adj_per_1000_total,adj_per_1000_pres,adj_per_1000_qa
Amgen Inc,AMGN,2024-10-30,2024-Oct-30-AMGN.OQ-138604428028-Transcript.txt,14008,AMGN,AMGEN INC,2024-10-30,2025-02-04,0.016394,5,2024-10-31,2025-02-03,-0.11142400000000002,63,10397,4856,5355,0,0,0,0,0,0,177,92,85,0.3159851301115242,0.008661979007439112,118,26,22,0.6388888888888888,0.004870489262785035,59,65,63,-0.04838709677419355,0.012283096120101384,"3,0","2024,0",Q3 2024,0.0,0.0,0.0,0.0,0.0,0.0
Amgen Inc,AMGN,2025-02-04,2025-Feb-04-AMGN.OQ-141002164888-Transcript.txt,14008,AMGN,AMGEN INC,2025-02-04,2025-05-01,0.03200400000000001,5,2025-02-05,2025-04-30,0.09268400000000003,59,10227,4480,5573,3,3,0,1,1,0,205,92,88,0.38047138047138046,0.009129577757028738,121,29,34,0.6133333333333333,0.008188824662813102,84,62,54,0.1506849315068493,0.010125632852053253,"4,0","2024,0",Q4 2024,0.2933411557641537,0.6696428571428571,0.0,0.0977803852547179,0.2232142857142857,0.0
Amgen Inc,AMGN,2025-05-01,2025-May-01-AMGN.OQ-137351729874-Transcript.txt,14008,AMGN,AMGEN INC,2025-05-01,2025-08-05,-0.072099,5,2025-05-02,2025-08-04,-0.04293800000000002,64,10620,5053,5403,1,1,0,1,0,1,186,92,93,0.3381294964028777,0.009229853116315998,115,37,31,0.5131578947368421,0.006519453207150368,71,54,61,0.136,0.01178516228748068,"1,0","2025,0",Q1 2025,0.09416195856873823,0.19790223629527012,0.0,0.09416195856873823,0.0,0.18508236165093467
Amgen Inc,AMGN,2025-08-05,2025-Aug-05-AMGN.OQ-140056312743-Transcript.txt,14008,AMGN,AMGEN INC,2025-08-05,2025-11-04,-0.050821,5,2025-08-06,2025-11-03,-0.08138900000000002,63,9592,3491,5924,6,6,0,0,0,0,177,105,97,0.2553191489361702,0.01058143340242173,93,28,26,0.5371900826446281,0.007895535985423625,84,76,71,0.05,0.012419100927059647,"2,0","2025,0",Q2 2025,0.6255212677231026,1.7187052420509883,0.0,0.0,0.0,0.0
Amgen Inc,AMGN,2025-11-04,2025-Nov-04-AMGN.OQ-138048004263-Transcript.txt,14008,AMGN,AMGEN INC,2025-11-04,,0.089646,5,2025-11-05,2025-12-31,0.09574599999999997,39,10577,4925,5496,4,4,0,0,0,0,178,104,102,0.2624113475177305,0.010163411717815863,99,35,46,0.47761194029850745,0.009905254091300603,79,68,56,0.07482993197278912,0.010650437428680106,"3,0","2025,0",Q3 2025,0.3781790677885979,0.8121827411167513,0.0,0.0,0.0,0.0
Chevron Corp,CVX,2022-01-28,2022-Jan-28-CVX.N-137981515480-Transcript.txt,14541,CVX,CHEVRON CORP NEW,2022-01-28,2022-04-29,-0.028599,5,2022-01-31,2022-04-28,0.26044900000000004,62,9683,1265,8201,0,0,0,0,0,0,113,103,97,0.046296296296296294,0.01054462441569736,21,13,4,0.23529411764705882,0.003404255319148936,92,89,93,0.016574585635359115,0.011874361593462716,"4,0","2021,0",Q4 2021,0.0,0.0,0.0,0.0,0.0,0.0
Chevron Corp,CVX,2022-04-29,2022-Apr-29-CVX.N-138519796609-Transcript.txt,14541,CVX,CHEVRON CORP NEW,2022-04-29,2022-07-29,0.04358,5,2022-05-02,2022-07-28,-0.009137000000000018,61,10148,1008,8932,0,0,0,0,0,0,76,85,111,-0.055900621118012424,0.011455108359133126,6,14,5,-0.4,0.005307855626326964,70,70,106,0.0,0.01237594862813777,"1,0","2022,0",Q1 2022,0.0,0.0,0.0,0.0,0.0,0.0
Chevron Corp,CVX,2022-07-29,2022-Jul-29-CVX.N-137924795829-Transcript.txt,14541,CVX,CHEVRON CORP NEW,2022-07-29,2022-10-28,0.010931000000000017,5,2022-08-01,2022-10-27,0.17116499999999998,63,10776,1176,9387,0,0,0,0,0,0,143,75,75,0.3119266055045872,0.00723589001447178,20,8,8,0.42857142857142855,0.007168458781362007,123,66,67,0.30158730158730157,0.007395143487858719,"2,0","2022,0",Q2 2022,0.0,0.0,0.0,0.0,0.0,0.0
Chevron Corp,CVX,2022-10-28,2022-Oct-28-CVX.N-140108424878-Transcript.txt,14541,CVX,CHEVRON CORP NEW,2022-10-28,2023-01-27,0.024357,5,2022-10-31,2023-01-26,0.003349999999999992,60,9502,835,8460,0,0,0,0,0,0,88,90,96,-0.011235955056179775,0.010506730874466455,9,6,1,0.2,0.0012594458438287153,79,83,95,-0.024691358024691357,0.011643583772521142,"3,0","2022,0",Q3 2022,0.0,0.0,0.0,0.0,0.0,0.0
Chevron Corp,CVX,2023-01-27,2023-Jan-27-CVX.N-140563519855-Transcript.txt,14541,CVX,CHEVRON CORP NEW,2023-01-27,2023-04-28,-0.068915,5,2023-01-30,2023-04-27,-0.06146600000000001,62,10589,1457,8918,0,0,0,0,0,0,82,74,112,0.05128205128205128,0.011125459421873448,18,10,10,0.2857142857142857,0.007309941520467836,64,63,102,0.007874015748031496,0.011988716502115656,"4,0","2022,0",Q4 2022,0.0,0.0,0.0,0.0,0.0,0.0
Chevron Corp,CVX,2023-04-28,2023-Apr-28-CVX.N-137737427370-Transcript.txt,14541,CVX,CHEVRON CORP NEW,2023-04-28,2023-07-28,-0.06275700000000001,5,2023-05-01,2023-07-27,-0.126064,61,9718,1008,8520,0,0,0,0,0,0,77,71,98,0.04054054054054054,0.01056262125458073,17,6,3,0.4782608695652174,0.003131524008350731,60,64,94,-0.03225806451612903,0.01152949834416779,"1,0","2023,0",Q1 2023,0.0,0.0,0.0,0.0,0.0,0.0
Chevron Corp,CVX,2023-07-28,2023-Jul-28-CVX.N-139168164852-Transcript.txt,14541,CVX,CHEVRON CORP NEW,2023-07-28,2023-10-27,0.002406000000000001,5,2023-07-31,2023-10-26,0.09434599999999999,63,9854,1165,8469,0,0,0,0,0,0,90,64,80,0.16883116883116883,0.00847816871555744,13,3,4,0.625,0.0036003600360036,77,60,76,0.12408759124087591,0.009349243449378767,"2,0","2023,0",Q2 2023,0.0,0.0,0.0,0.0,0.0,0.0
Chevron Corp,CVX,2023-10-27,2023-Oct-27-CVX.N-138230734276-Transcript.txt,14541,CVX,CHEVRON CORP NEW,2023-10-27,2024-02-02,-0.08885100000000001,5,2023-10-30,2024-02-01,-0.139332,65,9345,1155,7938,0,0,0,0,0,0,56,76,75,-0.15151515151515152,0.008379888268156424,13,14,5,-0.037037037037037035,0.004612546125461255,43,61,70,-0.17307692307692307,0.009164702801780571,"3,0","2023,0",Q3 2023,0.0,0.0,0.0,0.0,0.0,0.0
Chevron Corp,CVX,2024-02-02,2024-Feb-02-CVX.N-138802174684-Transcript.txt,14541,CVX,CHEVRON CORP NEW,2024-02-02,2024-04-26,0.006509999999999997,5,2024-02-05,2024-04-25,0.07275999999999999,57,9562,1586,7726,0,0,0,0,0,0,103,58,88,0.2795031055900621,0.009609084953046517,32,5,10,0.7297297297297297,0.006662225183211193,71,52,78,0.15447154471544716,0.010497981157469718,"4,0","2023,0",Q4 2023,0.0,0.0,0.0,0.0,0.0,0.0
Chevron Corp,CVX,2024-04-26,2024-Apr-26-CVX.N-138313334277-Transcript.txt,14541,CVX,CHEVRON CORP NEW,2024-04-26,2024-08-02,-0.014558000000000001,5,2024-04-29,2024-08-01,-0.131657,66,8995,1022,7710,1,0,1,0,0,0,123,47,82,0.4470588235294118,0.009440478931614092,18,4,5,0.6363636363636364,0.005149330587023687,105,42,77,0.42857142857142855,0.010299625468164793,"1,0","2024,0",Q1 2024,0.11117287381878821,0.0,0.1297016861219196,0.0,0.0,0.0
Chevron Corp,CVX,2024-08-02,2024-Aug-02-CVX.N-139965125034-Transcript.txt,14541,CVX,CHEVRON CORP NEW,2024-08-02,2024-11-01,-0.056301,5,2024-08-05,2024-10-31,-0.055097999999999994,63,8317,1498,6677,0,0,0,0,0,0,141,72,65,0.323943661971831,0.008021720350487474,30,9,3,0.5384615384615384,0.0020964360587002098,111,62,62,0.2832369942196532,0.009467094212856925,"2,0","2024,0",Q2 2024,0.0,0.0,0.0,0.0,0.0,0.0
Chevron Corp,CVX,2024-11-01,2024-Nov-01-CVX.N-138919033308-Transcript.txt,14541,CVX,CHEVRON CORP NEW,2024-11-01,2025-01-31,0.040741,5,2024-11-04,2025-01-30,-0.031175000000000015,59,9570,1344,8063,4,0,3,1,0,1,165,66,86,0.42857142857142855,0.009297297297297297,31,8,5,0.5897435897435898,0.003933910306845004,134,57,81,0.4031413612565445,0.010336906584992343,"3,0","2024,0",Q3 2024,0.41797283176593525,0.0,0.3720699491504403,0.10449320794148381,0.0,0.12402331638348009
Chevron Corp,CVX,2025-01-31,2025-Jan-31-CVX.N-140691607613-Transcript.txt,14541,CVX,CHEVRON CORP NEW,2025-01-31,2025-05-02,-0.02248899999999999,5,2025-02-03,2025-05-01,-0.0017049999999999912,62,11126,2324,8646,9,0,8,2,1,1,194,81,92,0.4109090909090909,0.00859893447985793,58,7,7,0.7846153846153846,0.003153153153153153,136,73,85,0.3014354066985646,0.010189403020858308,"4,0","2024,0",Q4 2024,0.8089160524896639,0.0,0.9252833680314596,0.17975912277548084,0.43029259896729777,0.11566042100393245
Chevron Corp,CVX,2025-05-02,2025-May-02-CVX.N-138880652423-Transcript.txt,14541,CVX,CHEVRON CORP NEW,2025-05-02,2025-08-01,-0.013382,5,2025-05-05,2025-07-31,-0.0007179999999999964,61,8364,1143,7041,5,1,3,0,0,0,109,51,85,0.3625,0.010635635635635635,23,5,7,0.6428571428571429,0.006505576208178439,86,45,77,0.31297709923664124,0.011395589758768684,"1,0","2025,0",Q1 2025,0.5978000956480153,0.8748906386701663,0.42607584149978694,0.0,0.0,0.0
Chevron Corp,CVX,2025-08-01,2025-Aug-01-CVX.N-140742959529-Transcript.txt,14541,CVX,CHEVRON CORP NEW,2025-08-01,2025-10-31,-0.0031999999999999963,5,2025-08-04,2025-10-30,-0.06272000000000001,63,8493,1532,6779,5,1,3,2,2,0,136,57,64,0.40932642487046633,0.007847946045370938,47,8,8,0.7090909090909091,0.005449591280653951,89,48,56,0.29927007299270075,0.008583690987124463,"2,0","2025,0",Q2 2025,0.5887201224537855,0.6527415143603134,0.4425431479569258,0.23548804898151418,1.3054830287206267,0.0
Chevron Corp,CVX,2025-10-31,2025-Oct-31-CVX.N-140692487607-Transcript.txt,14541,CVX,CHEVRON CORP NEW,2025-10-31,,-0.0020610000000000003,5,2025-11-03,2025-12-31,-0.025275000000000016,41,8478,1122,7187,7,0,6,0,0,0,115,56,76,0.34502923976608185,0.009314867018016914,15,9,2,0.25,0.001890359168241966,100,46,74,0.3698630136986301,0.010645950222989498,"3,0","2025,0",Q3 2025,0.8256664307619722,0.0,0.8348406845693613,0.0,0.0,0.0
Apple Inc,AAPL,2022-01-27,2022-Jan-27-AAPL.OQ-138984465849-Transcript.txt,14593,AAPL,APPLE INC,2022-01-27,2022-04-28,0.04965800000000001,5,2022-01-28,2022-04-27,0.020629000000000015,62,8687,3308,5219,0,0,0,0,0,0,138,71,81,0.32057416267942584,0.009861212563915266,76,18,19,0.6170212765957447,0.006091696056428343,62,51,62,0.09734513274336283,0.012507565059511802,"1,0","2022,0",Q1 2022,0.0,0.0,0.0,0.0,0.0,0.0
Apple Inc,AAPL,2022-04-28,2022-Apr-28-AAPL.OQ-138491813375-Transcript.txt,14593,AAPL,APPLE INC,2022-04-28,2022-07-28,0.01686500000000001,5,2022-04-29,2022-07-27,0.031419,61,8905,3257,5487,0,0,0,0,0,0,127,85,88,0.19811320754716982,0.01042654028436019,80,22,26,0.5686274509803921,0.008480104370515329,47,62,62,-0.13761467889908258,0.011845624761176921,"2,0","2022,0",Q2 2022,0.0,0.0,0.0,0.0,0.0,0.0
Apple Inc,AAPL,2022-07-28,2022-Jul-28-AAPL.OQ-139999304673-Transcript.txt,14593,AAPL,APPLE INC,2022-07-28,2022-10-27,0.011393000000000002,5,2022-07-29,2022-10-26,0.011232999999999993,63,8884,3165,5555,0,0,0,0,0,0,119,100,94,0.0867579908675799,0.011138760516648891,78,27,24,0.4857142857142857,0.008016032064128256,41,71,70,-0.26785714285714285,0.013202565069784986,"3,0","2022,0",Q3 2022,0.0,0.0,0.0,0.0,0.0,0.0
Apple Inc,AAPL,2022-10-27,2022-Oct-27-AAPL.OQ-140449384074-Transcript.txt,14593,AAPL,APPLE INC,2022-10-27,2023-02-02,-0.011894000000000005,5,2022-10-28,2023-02-01,-0.06936000000000003,65,8687,3797,4744,0,0,0,0,0,0,158,75,81,0.3562231759656652,0.009872029250457038,96,28,19,0.5483870967741935,0.005307262569832402,62,45,62,0.1588785046728972,0.013768598711969797,"4,0","2022,0",Q4 2022,0.0,0.0,0.0,0.0,0.0,0.0
Apple Inc,AAPL,2023-02-02,2023-Feb-02-AAPL.OQ-140682524715-Transcript.txt,14593,AAPL,APPLE INC,2023-02-02,2023-05-04,0.052134,5,2023-02-03,2023-05-03,0.144733,62,8726,3855,4706,2,0,2,0,0,0,121,86,62,0.16908212560386474,0.007537993920972644,78,32,19,0.41818181818181815,0.005235602094240838,43,52,43,-0.09473684210526316,0.009654243376740009,"1,0","2023,0",Q1 2023,0.2292000916800367,0.0,0.42498937526561836,0.0,0.0,0.0
Apple Inc,AAPL,2023-05-04,2023-May-04-AAPL.OQ-139016265469-Transcript.txt,14593,AAPL,APPLE INC,2023-05-04,2023-08-03,0.016518000000000005,5,2023-05-05,2023-08-02,0.046504000000000004,61,8984,3389,5417,6,0,6,0,0,0,134,80,82,0.2523364485981308,0.009667531242631455,69,20,19,0.550561797752809,0.005952380952380952,65,58,62,0.056910569105691054,0.01207400194741967,"2,0","2023,0",Q2 2023,0.6678539626001782,0.0,1.1076241462063872,0.0,0.0,0.0
Apple Inc,AAPL,2023-08-03,2023-Aug-03-AAPL.OQ-138336763416-Transcript.txt,14593,AAPL,APPLE INC,2023-08-03,2023-11-02,-0.06458900000000001,5,2023-08-04,2023-11-01,-0.019384999999999993,63,9088,3380,5538,9,0,9,0,0,0,150,79,81,0.31004366812227074,0.0094493700419972,81,21,19,0.5882352941176471,0.005972964476579692,69,56,62,0.104,0.011823035850495805,"3,0","2023,0",Q3 2023,0.9903169014084506,0.0,1.6251354279523293,0.0,0.0,0.0
Apple Inc,AAPL,2023-11-02,2023-Nov-02-AAPL.OQ-140502977515-Transcript.txt,14593,AAPL,APPLE INC,2023-11-02,2024-02-01,0.020231,5,2023-11-03,2024-01-31,-0.076678,60,9169,3479,5515,16,0,16,0,0,0,138,76,71,0.2897196261682243,0.008223303219828585,78,25,19,0.5145631067961165,0.005810397553516819,60,49,52,0.10091743119266056,0.009980806142034549,"4,0","2023,0",Q4 2023,1.7450103609990184,0.0,2.901178603807797,0.0,0.0,0.0
Apple Inc,AAPL,2024-02-01,2024-Feb-01-AAPL.OQ-139920838259-Transcript.txt,14593,AAPL,APPLE INC,2024-02-01,2024-05-02,0.004329000000000002,5,2024-02-02,2024-05-01,-0.11702499999999999,62,8390,3487,4751,22,4,18,0,0,0,149,67,60,0.37962962962962965,0.007625826131164209,83,21,16,0.5961538461538461,0.004920049200492005,66,45,44,0.1891891891891892,0.009812667261373774,"1,0","2024,0",Q1 2024,2.622169249106079,1.1471178663607686,3.7886760681961693,0.0,0.0,0.0
Apple Inc,AAPL,2024-05-02,2024-May-02-AAPL.OQ-139087762017-Transcript.txt,14593,AAPL,APPLE INC,2024-05-02,2024-08-01,0.039477,5,2024-05-03,2024-07-31,0.17633900000000002,61,8802,3184,5425,28,7,21,2,0,2,133,63,81,0.35714285714285715,0.009750812567713976,72,21,21,0.5483870967741935,0.007046979865771812,61,41,59,0.19607843137254902,0.011447419480015522,"2,0","2024,0",Q2 2024,3.1810952056350827,2.198492462311558,3.870967741935484,0.22722108611679165,0.0,0.3686635944700461
Apple Inc,AAPL,2024-08-01,2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,14593,AAPL,APPLE INC,2024-08-01,2024-10-31,-0.013575,5,2024-08-02,2024-10-30,-0.009565,63,8876,3114,5635,17,8,9,1,1,0,135,53,75,0.43617021276595747,0.008886255924170616,74,16,16,0.6444444444444445,0.005427408412483039,61,36,59,0.25773195876288657,0.010958395245170876,"3,0","2024,0",Q3 2024,1.9152771518702119,2.569043031470777,1.5971606033717836,0.11266336187471834,0.3211303789338471,0.0
Apple Inc,AAPL,2024-10-31,2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,14593,AAPL,APPLE INC,2024-10-31,2025-01-30,-0.038765,5,2024-11-01,2025-01-29,0.0012129999999999901,59,8680,3260,5291,10,5,5,0,0,0,121,55,80,0.375,0.009693444807948625,68,10,14,0.7435897435897436,0.0045410314628608495,53,44,66,0.09278350515463918,0.013043478260869565,"4,0","2024,0",Q4 2024,1.152073732718894,1.5337423312883436,0.945000945000945,0.0,0.0,0.0
Apple Inc,AAPL,2025-01-30,2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,14593,AAPL,APPLE INC,2025-01-30,2025-05-01,-0.020156999999999998,5,2025-01-31,2025-04-30,-0.0076809999999999995,62,8245,3196,4932,8,3,5,0,0,0,146,43,64,0.544973544973545,0.008218826248876333,83,15,11,0.6938775510204082,0.0036303630363036304,63,27,53,0.4,0.011375831723545825,"1,0","2025,0",Q1 2025,0.9702850212249848,0.9386733416770964,1.013787510137875,0.0,0.0,0.0
Apple Inc,AAPL,2025-05-01,2025-May-01-AAPL.OQ-139206802972-Transcript.txt,14593,AAPL,APPLE INC,2025-05-01,2025-07-31,-0.069003,5,2025-05-02,2025-07-30,-0.14052399999999998,61,8546,3312,5119,23,13,10,1,0,1,105,57,94,0.2962962962962963,0.01161928306551298,61,15,19,0.6052631578947368,0.006103437198843559,44,41,74,0.03529411764705882,0.01516082769924196,"2,0","2025,0",Q2 2025,2.691317575473906,3.92512077294686,1.9535065442469235,0.11701380762930025,0.0,0.19535065442469232
Apple Inc,AAPL,2025-07-31,2025-Jul-31-AAPL.OQ-138181423553-Transcript.txt,14593,AAPL,APPLE INC,2025-07-31,2025-10-30,-0.029508,5,2025-08-01,2025-10-29,0.18704099999999996,63,8775,3557,5098,31,11,20,1,1,0,124,46,77,0.4588235294117647,0.009269290959431804,90,11,17,0.7821782178217822,0.005038529934795495,34,34,60,0.0,0.012417218543046357,"3,0","2025,0",Q3 2025,3.532763532763533,3.092493674444757,3.9231071008238523,0.11396011396011396,0.281135788585887,0.0
Apple Inc,AAPL,2025-10-30,2025-Oct-30-AAPL.OQ-140022862991-Transcript.txt,14593,AAPL,APPLE INC,2025-10-30,,0.023466,5,2025-10-31,2025-12-31,-0.0040129999999999975,42,8891,3756,4997,25,13,12,1,0,1,143,56,79,0.4371859296482412,0.009377967711301045,99,12,15,0.7837837837837838,0.00421822272215973,44,43,64,0.011494252873563218,0.013476521372920615,"4,0","2025,0",Q4 2025,2.8118321898549095,3.461128860489883,2.4014408645187113,0.11247328759419638,0.0,0.20012007204322593
Paypal Holdings Inc,PYPL,2022-02-01,2022-Feb-01-PYPL.OQ-137846545993-Transcript.txt,15488,PYPL,PAYPAL HOLDINGS INC,2022-02-01,2022-04-27,-0.23966100000000004,5,2022-02-02,2022-04-26,-0.590222,58,9421,4366,4912,2,0,1,2,0,2,124,74,95,0.25252525252525254,0.010664571171980242,73,37,46,0.32727272727272727,0.01128280598479274,51,36,49,0.1724137931034483,0.010401188707280832,"4,0","2021,0",Q4 2021,0.21229168878038424,0.0,0.20358306188925082,0.21229168878038424,0.0,0.40716612377850164
Paypal Holdings Inc,PYPL,2022-04-27,2022-Apr-27-PYPL.OQ-141027519602-Transcript.txt,15488,PYPL,PAYPAL HOLDINGS INC,2022-04-27,2022-08-02,0.082661,5,2022-04-28,2022-08-01,0.12869300000000006,65,7533,2450,4926,2,0,1,1,1,0,110,64,86,0.26436781609195403,0.012039759204815904,57,15,30,0.5833333333333334,0.013032145960034752,53,48,56,0.04950495049504951,0.011902231668437832,"1,0","2022,0",Q1 2022,0.2654984733837781,0.0,0.20300446609825415,0.13274923669188904,0.40816326530612246,0.0
Paypal Holdings Inc,PYPL,2022-08-02,2022-Aug-02-PYPL.OQ-138520537316-Transcript.txt,15488,PYPL,PAYPAL HOLDINGS INC,2022-08-02,2022-11-03,0.09459300000000001,5,2022-08-03,2022-11-02,-0.021895999999999975,65,10111,5019,4958,2,0,1,0,0,0,210,74,87,0.4788732394366197,0.009055896741958988,122,30,50,0.6052631578947368,0.010550749103186326,88,43,37,0.3435114503816794,0.007782919646613378,"2,0","2022,0",Q2 2022,0.19780437147660965,0.0,0.20169423154497781,0.0,0.0,0.0
Paypal Holdings Inc,PYPL,2022-11-03,2022-Nov-03-PYPL.OQ-140301256968-Transcript.txt,15488,PYPL,PAYPAL HOLDINGS INC,2022-11-03,2023-02-09,-0.013398999999999994,5,2022-11-04,2023-02-08,-0.04806,65,9170,4711,4323,3,1,1,0,0,0,169,63,101,0.45689655172413796,0.011676300578034681,107,28,59,0.5851851851851851,0.013399954576425165,62,34,42,0.2916666666666667,0.01016456921587609,"3,0","2022,0",Q3 2022,0.3271537622682661,0.21226915729144555,0.2313208420078649,0.0,0.0,0.0
Paypal Holdings Inc,PYPL,2023-02-09,2023-Feb-09-PYPL.OQ-141061568288-Transcript.txt,15488,PYPL,PAYPAL HOLDINGS INC,2023-02-09,2023-05-08,-0.066474,5,2023-02-10,2023-05-05,-0.03873999999999999,59,9621,4168,5320,4,2,1,1,1,0,156,74,100,0.3565217391304348,0.011111111111111112,88,29,41,0.5042735042735043,0.010654885654885655,68,44,59,0.21428571428571427,0.011704026978774052,"4,0","2022,0",Q4 2022,0.41575719779648684,0.4798464491362764,0.1879699248120301,0.10393929944912171,0.2399232245681382,0.0
Paypal Holdings Inc,PYPL,2023-05-08,2023-May-08-PYPL.OQ-138187963007-Transcript.txt,15488,PYPL,PAYPAL HOLDINGS INC,2023-05-08,2023-08-02,-0.118868,5,2023-05-09,2023-08-01,-0.08383300000000002,58,9334,3336,5862,15,8,6,0,0,0,179,75,88,0.4094488188976378,0.009898762654668167,88,24,44,0.5714285714285714,0.014102564102564103,91,50,43,0.2907801418439716,0.007605235231694376,"1,0","2023,0",Q1 2023,1.6070280694236125,2.398081534772182,1.0235414534288638,0.0,0.0,0.0
Paypal Holdings Inc,PYPL,2023-08-02,2023-Aug-02-PYPL.OQ-137834938041-Transcript.txt,15488,PYPL,PAYPAL HOLDINGS INC,2023-08-02,2023-11-01,-0.13649,5,2023-08-03,2023-10-31,-0.246429,63,8731,3621,4973,17,9,8,1,0,1,178,84,79,0.35877862595419846,0.0094997594997595,75,37,37,0.3392857142857143,0.01086318261890781,103,46,42,0.3825503355704698,0.008762779052785313,"2,0","2023,0",Q2 2023,1.9470850990722712,2.4855012427506216,1.6086869093102756,0.11453441759248655,0.0,0.20108586366378445
Paypal Holdings Inc,PYPL,2023-11-01,2023-Nov-01-PYPL.OQ-137801471740-Transcript.txt,15488,PYPL,PAYPAL HOLDINGS INC,2023-11-01,2024-02-07,0.023290999999999996,5,2023-11-02,2024-02-06,0.07039100000000001,65,8209,5214,2859,5,5,0,5,3,2,187,77,70,0.4166666666666667,0.008988186954288649,127,45,39,0.47674418604651164,0.007907542579075427,60,31,31,0.31868131868131866,0.011317999269806499,"3,0","2023,0",Q3 2023,0.6090875867949811,0.9589566551591868,0.0,0.6090875867949811,0.5753739930955121,0.6995452955578874
Paypal Holdings Inc,PYPL,2024-02-07,2024-Feb-07-PYPL.OQ-140583289493-Transcript.txt,15488,PYPL,PAYPAL HOLDINGS INC,2024-02-07,2024-04-30,-0.035046999999999995,5,2024-02-08,2024-04-29,0.04213199999999996,56,9128,4750,4228,2,1,1,1,0,1,201,56,67,0.5642023346303502,0.007661520869068039,110,20,32,0.6923076923076923,0.007081212657667626,91,35,35,0.4444444444444444,0.008544921875,"4,0","2023,0",Q4 2023,0.21910604732690622,0.2105263157894737,0.23651844843897823,0.10955302366345311,0.0,0.23651844843897823
Paypal Holdings Inc,PYPL,2024-04-30,2024-Apr-30-PYPL.OQ-137491527991-Transcript.txt,15488,PYPL,PAYPAL HOLDINGS INC,2024-04-30,2024-07-30,-0.010032000000000006,5,2024-05-01,2024-07-29,-0.214696,61,9933,4165,5620,5,3,2,2,2,0,243,73,81,0.5379746835443038,0.008511979823455234,98,28,32,0.5555555555555556,0.008093070308548306,145,44,49,0.5343915343915344,0.0090172984909827,"1,0","2024,0",Q1 2024,0.5033725963958522,0.7202881152460984,0.35587188612099646,0.20134903855834088,0.48019207683073234,0.0
Paypal Holdings Inc,PYPL,2024-07-30,2024-Jul-30-PYPL.OQ-137512756176-Transcript.txt,15488,PYPL,PAYPAL HOLDINGS INC,2024-07-30,2024-10-29,0.09189999999999998,5,2024-07-31,2024-10-28,0.209398,63,9262,4045,5075,0,0,0,1,1,0,239,51,70,0.6482758620689655,0.007799442896935933,136,17,24,0.7777777777777778,0.006179196704428424,103,33,46,0.5147058823529411,0.009257395854296638,"2,0","2024,0",Q2 2024,0.0,0.0,0.0,0.10796804145972792,0.24721878862793575,0.0
Paypal Holdings Inc,PYPL,2024-10-29,2024-Oct-29-PYPL.OQ-137989409321-Transcript.txt,15488,PYPL,PAYPAL HOLDINGS INC,2024-10-29,2025-02-04,-0.04289900000000001,5,2024-10-30,2025-02-03,0.08415899999999998,64,10111,3643,6341,0,0,0,3,3,0,216,49,58,0.630188679245283,0.005932290068528179,92,17,18,0.6880733944954128,0.005138452754781616,124,31,40,0.6,0.006487187804086928,"3,0","2024,0",Q3 2024,0.0,0.0,0.0,0.29670655721491446,0.8234971177600879,0.0
Paypal Holdings Inc,PYPL,2025-02-04,2025-Feb-04-PYPL.OQ-138463426984-Transcript.txt,15488,PYPL,PAYPAL HOLDINGS INC,2025-02-04,2025-04-29,-0.124968,5,2025-02-05,2025-04-28,-0.084215,57,9374,3815,5438,10,2,8,7,4,3,167,35,72,0.6534653465346535,0.008081715119542036,79,14,19,0.6989247311827957,0.005323620061641917,88,20,53,0.6296296296296297,0.0101164344340523,"4,0","2024,0",Q4 2024,1.0667804565820354,0.5242463958060288,1.471129091577786,0.7467463196074248,1.0484927916120577,0.5516734093416698
Paypal Holdings Inc,PYPL,2025-04-29,2025-Apr-29-PYPL.OQ-141120922343-Transcript.txt,15488,PYPL,PAYPAL HOLDINGS INC,2025-04-29,2025-07-29,0.0014329999999999968,5,2025-04-30,2025-07-28,0.03577299999999998,61,9465,3982,5358,8,8,0,0,0,0,195,48,91,0.6049382716049383,0.010019819423034574,99,13,31,0.7678571428571429,0.008147174770039421,96,34,60,0.47692307692307695,0.011603171533552505,"1,0","2025,0",Q1 2025,0.8452192287374538,2.0090406830738323,0.0,0.0,0.0,0.0
